ID	Species	MLST	Locus_1	Locus_2	Locus_3	Locus_4	Locus_5	Locus_6	Locus_7	
SRR5434215.fa	lmonocytogenes	5	abcZ(7)	bglA(6)	cat(10)	dapE(6)	dat(1)	ldh(2)	lhkA(1)	
SRR5434414.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5434418.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5434518.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5434519.fa	lmonocytogenes	5	abcZ(25)	bglA(20)	cat(30)	dapE(32)	dat(20)	ldh(~20)	lhkA(16)	
SRR5434520.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5436118.fa	lmonocytogenes	5	abcZ(7)	bglA(122)	cat(8)	dapE(6)	dat(1)	ldh(3)	lhkA(274)	
SRR5436192.fa	lmonocytogenes	5	abcZ(7)	bglA(7)	cat(10)	dapE(4)	dat(5)	ldh(24)	lhkA(1)	
SRR5438139.fa	lmonocytogenes	5	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR5438140.fa	lmonocytogenes	5	abcZ(3)	bglA(102)	cat(12)	dapE(70)	dat(2)	ldh(1)	lhkA(5)	
SRR5438141.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5438142.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(12)	dapE(3)	dat(69)	ldh(1)	lhkA(5)	
SRR5438748.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5438749.fa	lmonocytogenes	5	abcZ(1)	bglA(1)	cat(314)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR5438750.fa	lmonocytogenes	5	abcZ(1)	bglA(1)	cat(314)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR5438751.fa	lmonocytogenes	5	abcZ(1)	bglA(1)	cat(314)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR5438752.fa	lmonocytogenes	5	abcZ(1)	bglA(1)	cat(314)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
SRR5443639.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(12)	dapE(38)	dat(2)	ldh(5)	lhkA(5)	
SRR5443640.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5443642.fa	lmonocytogenes	5	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR5443643.fa	lmonocytogenes	5	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
SRR5448078.fa	lmonocytogenes	5	abcZ(2)	bglA(4)	cat(12)	dapE(3)	dat(3)	ldh(94)	lhkA(2)	
SRR5448079.fa	lmonocytogenes	5	abcZ(34)	bglA(39)	cat(11)	dapE(15)	dat(3)	ldh(1)	lhkA(2)	
SRR5448080.fa	lmonocytogenes	5	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
SRR5448081.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5448082.fa	lmonocytogenes	5	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
SRR5448083.fa	lmonocytogenes	5	abcZ(275)	bglA(30)	cat(271)	dapE(409)	dat(170)	ldh(73)	lhkA(24)	
SRR5448084.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5448085.fa	lmonocytogenes	5	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
SRR5448086.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5448087.fa	lmonocytogenes	5	abcZ(24)	bglA(77)	cat(~29)	dapE(102)	dat(36)	ldh(178)	lhkA(~237)	
SRR5448088.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5448089.fa	lmonocytogenes	5	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR5448090.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(9)	dapE(1)	dat(3)	ldh(5)	lhkA(5)	
SRR5448091.fa	lmonocytogenes	5	abcZ(324)	bglA(1)	cat(12)	dapE(16)	dat(3)	ldh(1)	lhkA(7)	
SRR5448092.fa	lmonocytogenes	5	abcZ(59)	bglA(11)	cat(21)	dapE(24)	dat(71)	ldh(164)	lhkA(47)	
SRR5448093.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5448094.fa	-	5								
SRR5451748.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452222.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5452228.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5452229.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5452253.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452255.fa	lmonocytogenes	5	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
SRR5452263.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452265.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452266.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452267.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452268.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452269.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452270.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452271.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452272.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452273.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452274.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452275.fa	lmonocytogenes	5	abcZ(11)	bglA(9)	cat(12)	dapE(3)	dat(3)	ldh(1)	lhkA(4)	
SRR5452276.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452277.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452278.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452281.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
SRR5452283.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452285.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5452286.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5452288.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR5452322.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5452323.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5452324.fa	lmonocytogenes	5	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
SRR5452326.fa	lmonocytogenes	5	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
SRR5452328.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452329.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452330.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452331.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452332.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452333.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452334.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452335.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452336.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452337.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452338.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452339.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452340.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452341.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452342.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452343.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452344.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5452345.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452346.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452347.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452348.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452349.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452350.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452351.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452352.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452353.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452354.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452355.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452356.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452357.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452359.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452360.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452371.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5452623.fa	lmonocytogenes	5	abcZ(11)	bglA(3)	cat(12)	dapE(38)	dat(3)	ldh(94)	lhkA(2)	
SRR5452624.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5452628.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(12)	dapE(70)	dat(2)	ldh(1)	lhkA(5)	
SRR5452630.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452631.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452632.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452634.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452635.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452636.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452640.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(12)	dapE(70)	dat(2)	ldh(1)	lhkA(5)	
SRR5452642.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452645.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452646.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452647.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452648.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452649.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452651.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452652.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452653.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452654.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452655.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452657.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452658.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452661.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452663.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452664.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452665.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452666.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452667.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452668.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452669.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452670.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452672.fa	lmonocytogenes	5	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
SRR5452673.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452674.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5452675.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452683.fa	lmonocytogenes	5	abcZ(7)	bglA(14)	cat(17)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
SRR5452684.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452685.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452686.fa	lmonocytogenes	5	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
SRR5452687.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5452689.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR545938.fa	lmonocytogenes	5	abcZ(86)	bglA(75)	cat(93)	dapE(101)	dat(61)	ldh(232)	lhkA(77)	
SRR5461419.fa	lmonocytogenes	5	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
SRR5461596.fa	lmonocytogenes	5	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
SRR5462322.fa	lmonocytogenes	5	abcZ(7)	bglA(6)	cat(10)	dapE(21)	dat(1)	ldh(2)	lhkA(1)	
SRR5469567.fa	lmonocytogenes	5	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR5469568.fa	lmonocytogenes	5	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR5469569.fa	lmonocytogenes	5	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR5469570.fa	lmonocytogenes	5	abcZ(7)	bglA(49)	cat(19)	dapE(6)	dat(1)	ldh(24)	lhkA(1)	
SRR5469571.fa	lmonocytogenes	5	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR5469572.fa	lmonocytogenes	5	abcZ(12)	bglA(1)	cat(4)	dapE(14)	dat(3)	ldh(39)	lhkA(4)	
SRR5469627.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5471034.fa	lmonocytogenes	5	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
SRR5471082.fa	lmonocytogenes	5	abcZ(189)	bglA(39)	cat(99)	dapE(354)	dat(229)	ldh(471)	lhkA(245)	
SRR5482517.fa	lmonocytogenes	5	abcZ(1)	bglA(2)	cat(12)	dapE(1)	dat(2)	ldh(5)	lhkA(3)	
SRR5482518.fa	lmonocytogenes	5	abcZ(52)	bglA(1)	cat(12)	dapE(71)	dat(2)	ldh(1)	lhkA(5)	
SRR5482519.fa	lmonocytogenes	5	abcZ(7)	bglA(6)	cat(8)	dapE(105)	dat(6)	ldh(7)	lhkA(1)	
SRR5482520.fa	lmonocytogenes	5	abcZ(1)	bglA(2)	cat(12)	dapE(1)	dat(2)	ldh(5)	lhkA(3)	
SRR5484382.fa	lmonocytogenes	5	abcZ(3)	bglA(9)	cat(12)	dapE(1)	dat(3)	ldh(5)	lhkA(3)	
SRR5485725.fa	lmonocytogenes	5	abcZ(7)	bglA(13)	cat(306)	dapE(4)	dat(1)	ldh(530)	lhkA(1)	
SRR5485726.fa	lmonocytogenes	5	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
SRR5486791.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5486794.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5486795.fa	lmonocytogenes	5	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
SRR5486797.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486799.fa	lmonocytogenes	5	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
SRR5486800.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR5486801.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486802.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486803.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486804.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486805.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486806.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486807.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486808.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486809.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486810.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486811.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(227)	ldh(2)	lhkA(1)	
SRR5486812.fa	lmonocytogenes	5	abcZ(12)	bglA(12)	cat(12)	dapE(1)	dat(3)	ldh(1)	lhkA(4)	
SRR5486813.fa	lmonocytogenes	5	abcZ(2,12)	bglA(1)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(240?)	
SRR5486814.fa	lmonocytogenes	5	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
SRR5486815.fa	lmonocytogenes	5	abcZ(12)	bglA(12)	cat(12)	dapE(1)	dat(3)	ldh(1)	lhkA(4)	
SRR5486816.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486817.fa	lmonocytogenes	5	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR5486818.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486819.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486821.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486822.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486823.fa	lmonocytogenes	5	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR5486824.fa	lmonocytogenes	5	abcZ(34)	bglA(39)	cat(11)	dapE(15)	dat(3)	ldh(1)	lhkA(2)	
SRR5486826.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486827.fa	lmonocytogenes	5	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
SRR5486828.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486829.fa	lmonocytogenes	5	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
SRR5486830.fa	lmonocytogenes	5	abcZ(12)	bglA(12)	cat(12)	dapE(1)	dat(3)	ldh(1)	lhkA(4)	
